사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도,지도링크,시원한 음식,뜨끈한 국물,매콤한 음식,든든한 한끼,육류구이/고기파티,가볍게 간단히,술 한잔 하기 좋은날,디저트/카페,이국적인 음식,해산물/생선요리,패스트푸드,가족/단체 외식,건강/채식/특수식단,W_클리어,W_구름,W_비,W_이슬비,W_뇌우,W_눈,W_분위기
매일백반 앤 치킨,서울특별시 서초구 서초동 1503-8 2층,"서울특별시 서초구 서초대로40길 54, 2층 (서초동)",호프/통닭,서초구,127.0079162,37.48925593,매일백반,서울특별시 서초구 서초대로40길 54,3.9,호프/통닭,52,37.4892171,127.0079492,https://www.google.com/maps/place/%25EB%25A7%25A4%25EC%259D%25BC%25EB%25B0%25B1%25EB%25B0%2598/data=%213m1%214b1%214m6%213m5%211s0x357ca1129d252cbb:0xdde8b94f81cc6c62%218m2%213d37.4892171%214d127.0079492%2116s%252Fg%252F11hcs6xtrk?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
소담비빔국수,서울특별시 서초구 양재동 68-7 1층,"서울특별시 서초구 바우뫼로33길 7-8, 1층 (양재동)",한식,서초구,127.0371883,37.47794174,소담비빔국수 양재점,양재동 68-7번지 1층 중앙빌딩 서초구 서울특별시 KR,4.4,한식,72,37.4778759,127.037167,https://www.google.com/maps/place/%25EC%2586%258C%25EB%258B%25B4%25EB%25B9%2584%25EB%25B9%2594%25EA%25B5%25AD%25EC%2588%2598+%25EC%2596%2591%25EC%259E%25AC%25EC%25A0%2590/data=%214m10%211m2%212m1%211z7IaM64u067mE67mU6rWt7IiYIOyEnOy0iOq1rA%213m6%211s0x357ca13454e0e773:0xa7a0ba71c067a000%218m2%213d37.4778759%214d127.037167%2115sChzshozri7TruYTruZTqta3siJgg7ISc7LSI6rWsWiAiHuyGjOuLtCDruYTruZQg6rWt7IiYIOyEnOy0iOq1rJIBCnJlc3RhdXJhbnSqAWEQASoYIhTshozri7Qg67mE67mUIOq1reyImCgJMh8QASIbMPiZDM6phhcow8xaHvqSQKnMRHU6Eu_1sHQeMiIQAiIe7IaM64u0IOu5hOu5lCDqta3siJgg7ISc7LSI6rWs4AEA%2116s%252Fg%252F11ghrh234q?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
성심식당,서울특별시 서초구 양재동 19-12 1층,"서울특별시 서초구 바우뫼로41길 13, 1층 (양재동)",한식,서초구,127.0410231,37.48112532,성심숯불돼지갈비,서울특별시 서초구 바우뫼로41길 13,4.1,한식,12,37.4811203,127.0410366,https://www.google.com/maps/place/%25EC%2584%25B1%25EC%258B%25AC%25EC%2588%25AF%25EB%25B6%2588%25EB%258F%25BC%25EC%25A7%2580%25EA%25B0%2588%25EB%25B9%2584/data=%213m1%214b1%214m6%213m5%211s0x357ca6b5aaa66833:0x909b85b83e322a2b%218m2%213d37.4811203%214d127.0410366%2116s%252Fg%252F11g0kj4wyd?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
이화수,서울특별시 서초구 서초동 1708-4번지,"서울특별시 서초구 서초대로41길 16, 지하1층 (서초동)",한식,서초구,127.0078534,37.49350872,이화수육개장 서울서초점,서울특별시 서초구 서초대로41길 16 지하1층 정경빌딩,5,한식,2,37.4933817,127.0077674,https://www.google.com/maps/place/%25EC%259D%25B4%25ED%2599%2594%25EC%2588%2598%25EC%259C%25A1%25EA%25B0%259C%25EC%259E%25A5+%25EC%2584%259C%25EC%259A%25B8%25EC%2584%259C%25EC%25B4%2588%25EC%25A0%2590/data=%214m10%211m2%212m1%211z7J207ZmU7IiYIOyEnOy0iOq1rA%213m6%211s0x357ca147f4f2168f:0xdd0d984db2f177a3%218m2%213d37.4933817%214d127.0077674%2115sChPsnbTtmZTsiJgg7ISc7LSI6rWsWhUiE-ydtO2ZlOyImCDshJzstIjqtaySAQpyZXN0YXVyYW50qgFLEAEqDSIJ7J207ZmU7IiYKAkyHxABIhs4t0imbnW2fKN4KPqkUy7fs2IxX-OIlfgrBrIyFxACIhPsnbTtmZTsiJgg7ISc7LSI6rWs4AEA%2116s%252Fg%252F11jnff5tgc?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
서초고깃간,서울특별시 서초구 서초동 1718-6 1층,"서울특별시 서초구 서초대로 251, 1층 (서초동)",식육(숯불구이),서초구,127.0092106,37.49261353,서초고깃간,서울특별시 서초구 서초3동 서초대로 251 삼우빌딩,4.5,식육(숯불구이),52,37.4926131,127.0092108,https://www.google.com/maps/place/%25EC%2584%259C%25EC%25B4%2588%25EA%25B3%25A0%25EA%25B9%2583%25EA%25B0%2584/data=%214m10%211m2%212m1%211z7ISc7LSI6rOg6rmD6rCEIOyEnOy0iOq1rA%213m6%211s0x357ca17938465c21:0x21c36863f910cf73%218m2%213d37.4926131%214d127.0092108%2115sChnshJzstIjqs6DquYPqsIQg7ISc7LSI6rWsWhwiGuyEnOy0iCDqs6DquYPqsIQg7ISc7LSI6rWskgEKcmVzdGF1cmFudKoBQxABMh8QASIbB9-OBGobdBIK2bpnEJAxqW3xUnqNgpHBcFYRMh4QAiIa7ISc7LSIIOqzoOq5g-qwhCDshJzstIjqtazgAQA%2116s%252Fg%252F11h4pl0mf9?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
갯마을,서울특별시 서초구 서초동 1670-7번지 1층,"서울특별시 서초구 서초대로54길 9-10, 1층 (서초동)",한식,서초구,127.0163351,37.49379396,갯마을,서울특별시 서초구 서초동 서초대로54길 9-10,3.7,술집,67,37.4937628,127.0163329,https://www.google.com/maps/place/%25EA%25B0%25AF%25EB%25A7%2588%25EC%259D%2584/data=%214m10%211m2%212m1%211z6rCv66eI7J2EIOyEnOy0iOq1rA%213m6%211s0x357ca169a24d0d1d:0x62faee955e928e9e%218m2%213d37.4937628%214d127.0163329%2115sChPqsK_rp4jsnYQg7ISc7LSI6rWsWhUiE-qwr-uniOydhCDshJzstIjqtaySAQNiYXKqAUsQASoNIgnqsK_rp4jsnYQoCTIfEAEiG3ONHts77O4hfGoC_B0vTc65SFdpDNERTGdiyDIXEAIiE-qwr-uniOydhCDshJzstIjqtazgAQA%2116s%252Fg%252F11bw5x05cf?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
동해수산,서울특별시 서초구 서초동 1658-1 창성빌딩,"서울특별시 서초구 서초대로52길 17, 지하1층 (서초동)",횟집,서초구,127.0147373,37.49306015,동해수산,서울특별시 서초구 서초대로52길 17,3.8,해산물 요리 전문식당,131,37.4930044,127.0147438,https://www.google.com/maps/place/%25EB%258F%2599%25ED%2595%25B4%25EC%2588%2598%25EC%2582%25B0/data=%214m10%211m2%212m1%211z64-Z7ZW07IiY7IKwIOyEnOy0iOq1rA%213m6%211s0x357ca1bf9f6cd9f9:0x37863a8a62cd2bd1%218m2%213d37.4930044%214d127.0147438%2115sChbrj5ntlbTsiJjsgrAg7ISc7LSI6rWsWhkiF-uPme2VtCDsiJjsgrAg7ISc7LSI6rWskgESc2VhZm9vZF9yZXN0YXVyYW50qgFTEAEqESIN64-Z7ZW0IOyImOyCsCgJMh8QASIbALIjuqCiGPEFguJ9uMoWRaT9GptT0ZOIAfqJMhsQAiIX64-Z7ZW0IOyImOyCsCDshJzstIjqtazgAQA%2116s%252Fg%252F11f5_kxk5f?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
화돈,서울특별시 서초구 서초동 1330-20번지 203호 204호,"서울특별시 서초구 강남대로53길 7, 2층 203호,204호 (서초동)",한식,서초구,127.0282334,37.49425137,화돈,서울특별시 서초구 강남대로53길 7,3.9,고기 요리 전문점,21,37.4942496,127.0282277,https://www.google.com/maps/place/%25ED%2599%2594%25EB%258F%2588/data=%214m10%211m2%212m1%211z7ZmU64-IIOyEnOy0iOq1rA%213m6%211s0x357ca15a93ec18b1:0xf721ede4fe195245%218m2%213d37.4942496%214d127.0282277%2115sChDtmZTrj4gg7ISc7LSI6rWsWhIiEO2ZlOuPiCDshJzstIjqtaySAQ9tZWF0X3Jlc3RhdXJhbnSqATkQATIfEAEiG3gpr9zBwye-kBosxkbGYOeTPsNhD8f38IcdOjIUEAIiEO2ZlOuPiCDshJzstIjqtazgAQA%2116s%252Fg%252F11h35njvwb?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
서초 백골뱅이 자연산해산물전문점,서울특별시 서초구 양재동 327-8 1층,"서울특별시 서초구 강남대로10길 37 (양재동,1층)",호프/통닭,서초구,127.04133,37.46919755,서초백골뱅이자연산해산물전문점,서울특별시,4.5,호프/통닭,4,37.4691335,127.0413274,https://www.google.com/maps/place/%25EC%2584%259C%25EC%25B4%2588%25EB%25B0%25B1%25EA%25B3%25A8%25EB%25B1%2585%25EC%259D%25B4%25EC%259E%2590%25EC%2597%25B0%25EC%2582%25B0%25ED%2595%25B4%25EC%2582%25B0%25EB%25AC%25BC%25EC%25A0%2584%25EB%25AC%25B8%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca6d2a26ddf39:0x14871c19810daa3f%218m2%213d37.4691335%214d127.0413274%2116s%252Fg%252F11nnp83128?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
참살이청국장,서울특별시 서초구 서초동 1599-11 지하1층5호,"서울특별시 서초구 서초중앙로 63 (서초동,지하1층5호)",한식,서초구,127.014453,37.48731397,참살이청국장,서울특별시 서초구 서초동 1599-11,4.4,한식당,66,37.4873001,127.0144433,https://www.google.com/maps/place/%25EC%25B0%25B8%25EC%2582%25B4%25EC%259D%25B4%25EC%25B2%25AD%25EA%25B5%25AD%25EC%259E%25A5/data=%213m1%214b1%214m6%213m5%211s0x357ca114951834c3:0xc07fe47897ebde6b%218m2%213d37.4873001%214d127.0144433%2116s%252Fg%252F1trts7ls?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
치킨뱅이,서울특별시 서초구 잠원동 29-19번지 (1층),"서울특별시 서초구 강남대로93길 38 (잠원동,(1층))",한식,서초구,127.0184125,37.51307481,치킨뱅이,서울특별시 서초구 잠원동 29-19,3.6,한식,42,37.5130272,127.0183876,https://www.google.com/maps/place/%25EC%25B9%2598%25ED%2582%25A8%25EB%25B1%2585%25EC%259D%25B4/data=%214m10%211m2%212m1%211z7LmY7YKo67GF7J20IOyEnOy0iOq1rA%213m6%211s0x357ca3dd7d27dda9:0x397163f89ab01182%218m2%213d37.5130272%214d127.0183876%2115sChbsuZjtgqjrsYXsnbQg7ISc7LSI6rWsIgOIAQFaGSIX7LmY7YKoIOuxheydtCDshJzstIjqtaySAQpyZXN0YXVyYW50qgFiCg0vZy8xMWNuaHZ0dDExEAEqESIN7LmY7YKoIOuxheydtCgJMh8QASIbPj8XbTUw_apAI-uhemnWmj1KaTbZHtbfUVUxMhsQAiIX7LmY7YKoIOuxheydtCDshJzstIjqtazgAQA%2116s%252Fg%252F1tl8hnjh?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
천년풍천장어,"서울특별시 서초구 방배동 450-14 28호,29호 2층 ","서울특별시 서초구 방배천로 12, 2층 (방배동)",한식,서초구,126.9829873,37.47775653,천년풍천장어,서울특별시 서초구 방배천로 12 2 층,3.4,민물장어 요리 전문식당,5,37.4777561,126.9829874,https://www.google.com/maps/place/%25EC%25B2%259C%25EB%2585%2584%25ED%2592%258D%25EC%25B2%259C%25EC%259E%25A5%25EC%2596%25B4/data=%213m1%214b1%214m6%213m5%211s0x357ca1003f26fb53:0xa7f4dd986386261e%218m2%213d37.4777561%214d126.9829874%2116s%252Fg%252F11wmhd1mbp?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
들밥 나들이,서울특별시 서초구 원지동 414-10 (1층),서울특별시 서초구 원터길 19 (원지동),한식,서초구,127.0564406,37.44351292,들밥나들이,원지동 414-10번지 서초구 서울특별시 KR,4.2,한식,137,37.443511,127.0564188,https://www.google.com/maps/place/%25EB%2593%25A4%25EB%25B0%25A5%25EB%2582%2598%25EB%2593%25A4%25EC%259D%25B4/data=%213m1%214b1%214m6%213m5%211s0x357ca73c814f0ba3:0x1ef89609fdaa6eb5%218m2%213d37.443511%214d127.0564188%2116s%252Fg%252F11g0kjgn7w?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
참숯애 서래갈비,서울특별시 서초구 방배동 818-13,서울특별시 서초구 동광로 42 (방배동),한식,서초구,126.987417,37.49145118,참숯애서래갈비,서울특별시 서초구 방배동,4,한식,5,37.491426,126.987384,https://www.google.com/maps/place/%25EC%25B0%25B8%25EC%2588%25AF%25EC%2595%25A0%25EC%2584%259C%25EB%259E%2598%25EA%25B0%2588%25EB%25B9%2584/data=%213m1%214b1%214m6%213m5%211s0x357ca1a520afdc9d:0x73c7391ccf561eb5%218m2%213d37.491426%214d126.987384%2116s%252Fg%252F1q5brqtcv?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
전주 청국장,서울특별시 서초구 잠원동 19-5 영서빌딩 1층,"서울특별시 서초구 나루터로 70, 1층 (잠원동)",한식,서초구,127.01767,37.51530357,전주청국장집,서울특별시 서초구 잠원동 19-6,4,한식,351,37.5154432,127.0178709,https://www.google.com/maps/place/%25EC%25A0%2584%25EC%25A3%25BC%25EC%25B2%25AD%25EA%25B5%25AD%25EC%259E%25A5%25EC%25A7%2591/data=%213m1%214b1%214m6%213m5%211s0x357ca3c2b18f057b:0xbd4475ec55b1fbfb%218m2%213d37.5154432%214d127.0178709%2116s%252Fg%252F1tdz7bst?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
푸주옥,서울특별시 서초구 서초동 1699-14 하림빌딩 1,"서울특별시 서초구 서초중앙로26길 5, 하림빌딩 1 1층 (서초동)",한식,서초구,127.0139849,37.49568749,푸주옥,서울특별시 서초구 서초중앙로26길 5 1층,4.1,설렁탕 전문점,811,37.495612,127.0139824,https://www.google.com/maps/place/%25ED%2591%25B8%25EC%25A3%25BC%25EC%2598%25A5/data=%213m1%214b1%214m6%213m5%211s0x357ca168e2d3f4db:0x7c2deb209aa6323d%218m2%213d37.495612%214d127.0139824%2116s%252Fg%252F1tw1bsdw?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
소윤화,서울특별시 서초구 서초동 1451-31번지 지하1층,"서울특별시 서초구 남부순환로323길 49 (서초동,지하1층)",중국식,서초구,127.0136223,37.48330166,소윤화,서울특별시 서초구 남부순환로323길 49,4.1,중국 음식점,73,37.4832427,127.0135785,https://www.google.com/maps/place/%25EC%2586%258C%25EC%259C%25A4%25ED%2599%2594/data=%213m1%214b1%214m6%213m5%211s0x357ca116b688e0bb:0x88b284d43e0d9d7c%218m2%213d37.4832427%214d127.0135785%2116s%252Fg%252F1tg6hg_c?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
촌닭숯불바베큐,서울특별시 서초구 방배동 1345번지,서울특별시 서초구 동광로12가길 2 (방배동),호프/통닭,서초구,126.9848041,37.48773142,코리아촌닭숯불바베큐,서울특별시 서초구 방배4동 1345,3.8,숯불구이/바베큐전문점,9,37.4876653,126.9847877,https://www.google.com/maps/place/%25EC%25BD%2594%25EB%25A6%25AC%25EC%2595%2584%25EC%25B4%258C%25EB%258B%25AD%25EC%2588%25AF%25EB%25B6%2588%25EB%25B0%2594%25EB%25B2%25A0%25ED%2581%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca1b1b4e5e375:0xdb68cdcd5545de53%218m2%213d37.4876653%214d126.9847877%2116s%252Fg%252F1tcvxc1y?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
고향촌,서울특별시 서초구 서초동 1530-18번지 대성빌딩(가) 1층,"서울특별시 서초구 효령로49길 33, 대성빌딩(가) 1층 (서초동)",한식,서초구,127.0097819,37.48529066,고향촌,서울특별시 서초구 서초3동 1530-18,1,한식당,1,37.485204,127.0097652,https://www.google.com/maps/place/%25EA%25B3%25A0%25ED%2596%25A5%25EC%25B4%258C/data=%213m1%214b1%214m6%213m5%211s0x357ca182287a61b1:0xcdaa9c230e5041d7%218m2%213d37.485204%214d127.0097652%2116s%252Fg%252F11q3z2t110?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
삼척포구,서울특별시 서초구 서초동 1557-13번지 1,"서울특별시 서초구 반포대로26길 41, 1층 (서초동)",한식,서초구,127.0114116,37.49095448,삼척포구 서초본점,서울특별시 서초구 반포대로26길 41,4.3,해산물 요리 전문식당,114,37.4909014,127.0113983,https://www.google.com/maps/place/%25EC%2582%25BC%25EC%25B2%2599%25ED%258F%25AC%25EA%25B5%25AC+%25EC%2584%259C%25EC%25B4%2588%25EB%25B3%25B8%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca4142e74ced5:0xf33cc4d8878d88f7%218m2%213d37.4909014%214d127.0113983%2116s%252Fg%252F11gg94g44x?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
국밥쟁이 강남역점,서울특별시 서초구 서초동 1317-11 B101호,"서울특별시 서초구 서초대로77길 9, 지하1층 101호 (서초동)",호프/통닭,서초구,127.0262224,37.49858455,국밥쟁이 강남역점,서울특별시 서초구 서초대로77길 9 지하 1층,3.9,호프/통닭,18,37.4986721,127.0262214,https://www.google.com/maps/place/%25EA%25B5%25AD%25EB%25B0%25A5%25EC%259F%2581%25EC%259D%25B4+%25EA%25B0%2595%25EB%2582%25A8%25EC%2597%25AD%25EC%25A0%2590/data=%213m1%214b1%214m6%213m5%211s0x357ca11a8797a701:0x866e9ab4a90e3359%218m2%213d37.4986721%214d127.0262214%2116s%252Fg%252F11q4jhyp70?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
호남집,서울특별시 서초구 서초동 1585-17,서울특별시 서초구 효령로 257 (서초동),한식,서초구,127.0122908,37.48450494,호남집 뼈다귀 감자탕,서울특별시 서초구 효령로 257,4.3,감자탕 전문점,295,37.484483,127.0123475,https://www.google.com/maps/place/%25ED%2598%25B8%25EB%2582%25A8%25EC%25A7%2591+%25EB%25BC%2588%25EB%258B%25A4%25EA%25B7%2580+%25EA%25B0%2590%25EC%259E%2590%25ED%2583%2595/data=%213m1%214b1%214m6%213m5%211s0x357ca111596853a3:0x9dd8f615ee4e17bf%218m2%213d37.484483%214d127.0123475%2116s%252Fg%252F1tgpkzfx?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
청해,서울특별시 서초구 방배동 3001-1번지 디오슈페리옴 2 제비2에프12호,"서울특별시 서초구 동작대로 108 (방배동,디오슈페리옴 2 제비2에프12호)",일식,서초구,126.9826349,37.48605735,청해,서울특별시,3.6,일식,5,37.4859813,126.9825942,https://www.google.com/maps/place/%25EC%25B2%25AD%25ED%2595%25B4/data=%214m10%211m2%212m1%211z7LKt7ZW0IOyEnOy0iOq1rA%213m6%211s0x357ca1b1647b5c51:0x83d3caa157cf3e10%218m2%213d37.4859813%214d126.9825942%2115sChDssq3tlbQg7ISc7LSI6rWsWhIiEOyyre2VtCDshJzstIjqtaySAQpyZXN0YXVyYW50qgFFEAEqCiIG7LKt7ZW0KAkyHxABIhtK9VO68FOEOXXruyVAhF0l_obGBz3pzdoV7mUyFBACIhDssq3tlbQg7ISc7LSI6rWs4AEA%2116s%252Fg%252F1vhq1n8g?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
바바인디아,"서울특별시 서초구 서초동 1328-11 대우도씨에빛ll 2층 201,202,21호","서울특별시 서초구 강남대로 359, 2층 201호,202호,213호 (서초동, 대우도씨에빛ll )",경양식,서초구,127.0285981,37.49478378,바바인디아,서울특별시 서초구 강남대로 359 2층,3.7,인도 레스토랑,456,37.4948366,127.0286877,https://www.google.com/maps/place/%25EB%25B0%2594%25EB%25B0%2594%25EC%259D%25B8%25EB%2594%2594%25EC%2595%2584/data=%213m1%214b1%214m6%213m5%211s0x357ca15a88673497:0x2a0b616943100f7d%218m2%213d37.4948366%214d127.0286877%2116s%252Fg%252F1tfggrt5?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
서초명가,서울특별시 서초구 서초동 1601-1 브이 샤르망 101호,"서울특별시 서초구 효령로55길 28, 101호 (서초동, 브이 샤르망)",한식,서초구,127.0145143,37.48612243,서초명가,서울특별시,3.9,고기 요리 전문점,39,37.4860747,127.0145049,https://www.google.com/maps/place/%25EC%2584%259C%25EC%25B4%2588%25EB%25AA%2585%25EA%25B0%2580/data=%214m10%211m2%212m1%211z7ISc7LSI66qF6rCAIOyEnOy0iOq1rA%213m6%211s0x357ca114607c8223:0x7cb466cb411529e4%218m2%213d37.4860747%214d127.0145049%2115sChbshJzstIjrqoXqsIAg7ISc7LSI6rWsWhkiF-yEnOy0iCDrqoXqsIAg7ISc7LSI6rWskgEPbWVhdF9yZXN0YXVyYW50qgFTEAEqESIN7ISc7LSIIOuqheqwgCgJMh8QASIbEO0tUlNrvXxjCidx7Bu71kK1T_MXGxDkwF-_MhsQAiIX7ISc7LSIIOuqheqwgCDshJzstIjqtazgAQA%2116s%252Fg%252F1tfkj2z9?entry=ttu&g_ep=EgoyMDI1MDcxNS4xIKXMDSoASAFQAw%253D%253D,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
