사업장명,지번주소,도로명주소,업태구분명,구,경도,위도,구글가게명,구글주소,별점,카테고리,리뷰수,구글위도,구글경도
우정양꼬치,서울특별시 종로구 동숭동 50-24번지 ,"서울특별시 종로구 동숭길 78, 1층 (동숭동)",중국식,종로구,127.0042885,37.58175703,우정양꼬치 무한리필,서울특별시 종로구 이화동 동숭길 78,3.6,음식점,41,37.5817072,127.0042819
통큰 누이네 육회 빈대떡,서울특별시 종로구 종로5가 138-16 ,"서울특별시 종로구 동호로 403-16, 2층 (종로5가)",한식,종로구,127.0013227,37.5704678,통큰누이네 육회빈대떡,서울특별시 종로구 종로5.6가동 동호로 403-24,4.2,음식점,886,37.570417,127.0011897
통큰 누이네 육회 빈대떡,서울특별시 종로구 종로5가 138-16 ,"서울특별시 종로구 동호로 403-16, 1층 (종로5가)",한식,종로구,127.0013227,37.5704678,통큰누이네 육회빈대떡,서울특별시 종로구 종로5.6가동 동호로 403-24,4.2,음식점,886,37.570417,127.0011897
더블 식스 버거,서울특별시 종로구 종로6가 246-1 ,"서울특별시 종로구 종로39길 6, 1층 (종로6가)",경양식,종로구,127.0064202,37.57146202,더블식스버거,서울특별시 종로구 종로39길 6,4.5,햄버거 전문점,132,37.5714198,127.006392
동묘문,서울특별시 종로구 창신동 330-49 ,"서울특별시 종로구 종로52길 43-9, 1층 (창신동)",기타,종로구,127.0147708,37.57170915,동묘문,서울특별시 종로구 창신제1동 종로52길 43-9,4.5,중국 음식점,19,37.5716649,127.0147703
(주)소금집 안국지점,서울특별시 종로구 계동 101-12 신영빌딩 ,"서울특별시 종로구 북촌로4길 19, 신영빌딩 1층 103호 (계동)","외국음식전문점(인도,태국등)",종로구,126.9862501,37.57944029,소금집델리 안국,서울특별시 종로구 북촌로4길 19 1층,4.2,델리,606,37.5793777,126.9862789
리김밥 케이트윈타워점,서울특별시 종로구 중학동 19번지 더케이트윈타워 ,"서울특별시 종로구 종로1길 50, 더케이트윈타워 B1층 (중학동)",김밥(도시락),종로구,126.9792975,37.57475786,리김밥케이트원타워점,서울특별시 종로구 중학동 19번지 더케이트원타워 B1층,4.6,간이음식점,5,37.5746455,126.9790677
창신당,서울특별시 종로구 창신동 128-34번지 ,"서울특별시 종로구 지봉로 65-2, 1~2층 (창신동)",기타,종로구,127.0153741,37.57599035,창신당,서울특별시 종로구 창신제1동 지봉로 65-2,4.0,카페,10,37.5759578,127.0153625
버거드 조선,서울특별시 종로구 내자동 147번지 ,"서울특별시 종로구 사직로10길 7, 1층 (내자동)",경양식,종로구,126.9705097,37.57559043,버거드조선,서울특별시 종로구 사직로10길 7,4.4,햄버거 전문점,348,37.5755237,126.9704944
킬링웨이브,서울특별시 종로구 내자동 2-1 ,"서울특별시 종로구 자하문로1길 5, 1층 (내자동)",한식,종로구,126.9720873,37.57645258,킬링웨이브,서울특별시 종로구 내자동 번지 1층 1-2,4.7,술집,6,37.5764173,126.9721203
삼청동 만정,"서울특별시 종로구 삼청동 28-19번지 지상2,3층 ","서울특별시 종로구 삼청로 124-2, 2,3층 (삼청동)",한식,종로구,126.9819845,37.58631885,만정,서울특별시 종로구 삼청로 124-2,4.2,,233,37.5862065,126.982048
세종마을 치킨,"서울특별시 종로구 체부동 195번지 1,2층 ","서울특별시 종로구 자하문로1길 24-1, 1,2층 (체부동)",호프/통닭,종로구,126.9709777,37.57652775,세종마을치킨,서울특별시 종로구 체부동 자하문로1길 24-1,4.1,닭요리전문점,25,37.5765274,126.9709779
(주)마지,서울특별시 종로구 체부동 132-1번지 1층 ,"서울특별시 종로구 자하문로5길 19, 1층 (체부동)",경양식,종로구,126.9707941,37.57760098,마지,서울특별시 종로구 자하문로5길 19,4.3,비건 채식 레스토랑,271,37.5776465,126.9709461
냐항인안국,서울특별시 종로구 안국동 65-1 ,"서울특별시 종로구 윤보선길 34-1, 1층 (안국동)",한식,종로구,126.9839806,37.57766612,냐항 in 안국,서울특별시 종로구 윤보선길 34-1,4.4,베트남 음식점,218,37.5775323,126.9838928
서촌 국시 한그릇,서울특별시 종로구 옥인동 41 2층 ,"서울특별시 종로구 필운대로 61, 2층 (옥인동)",한식,종로구,126.9683373,37.58145579,서촌 국시한그릇,서울특별시 종로구 필운대로 61,4.8,국수 전문점,17,37.5814909,126.9683018
FOWS (파우스),"서울특별시 종로구 삼청동 63-14 1,2층 ","서울특별시 종로구 삼청로 86-3, 1,2층 (삼청동)",경양식,종로구,126.982069,37.58321379,FOWS(파우스),서울특별시 종로구 삼청로 86-3 FOWS,5.0,카페,7,37.5831959,126.9820444
베테카텐(VETE CATTEN),서울특별시 종로구 삼청동 147-20번지 1층 ,"서울특별시 종로구 삼청로7길 7, 1층 (삼청동)",경양식,종로구,126.9813045,37.58374677,베테카텐,서울특별시 종로구 삼청동 147-20,4.3,이탈리아 음식점,232,37.5837024,126.9812918
(주)미림양장,"서울특별시 서초구 서초동 1714-5 지하1층 B104호,B105호,B106호","서울특별시 서초구 서초중앙로 151, 지하1층 B104호,B105호,B106호 (서초동)",중국식,서초구,127.0128995,37.49514721,미림양장 서초점,104 KR 서울특별시 서초구 서초동 1714-5 정암빌딩 지하 1층 106호,4.9,중국 음식점,56,37.4951468,127.0128997
오는정 쪽갈비,서울특별시 종로구 내자동 20 ,"서울특별시 종로구 자하문로1길 21, 1층 (내자동)",한식,종로구,126.9711903,37.57637503,오는정쪽갈비 경복궁역점,서울특별시 종로구 자하문로1길 22,3.9,한식 고기구이 레스토랑,285,37.5764876,126.9711207
지리산신관,서울특별시 종로구 관훈동 84-3 ,서울특별시 종로구 인사동14길 30 (관훈동),한식,종로구,126.9854411,37.57519474,지리산,서울특별시 종로구 관훈동 84-2,3.7,,198,37.5752715,126.9853814
삼지,서울특별시 종로구 재동 84-28번지 지상1층 ,"서울특별시 종로구 북촌로2길 5-7 (재동,지상1층)",한식,종로구,126.9860102,37.57829056,삼지,서울특별시 종로구 재동 84-28,4.3,음식점,61,37.5782557,126.9859684
브이 아이피 참치,서울특별시 종로구 관철동 11-13번지 지상2층 ,"서울특별시 종로구 삼일대로15길 25 (관철동,지상2층)",분식,종로구,126.9860731,37.56873708,VIP참치 종로점,서울특별시 종로구 삼일대로15길 25,4.1,참치 전문점,122,37.5686778,126.9860757
한식부페 반,서울특별시 종로구 적선동 122-1번지 지하 1층 ,"서울특별시 종로구 새문안로5가길 32, 지하 1층 (적선동)",한식,종로구,126.9734314,37.57491203,경희궁부페(한식뷔페 반),서울특별시 종로구 적선동 지하1층 122-1,3.6,한식당,77,37.5748717,126.9735317
유유안(Yuyuan),서울특별시 종로구 당주동 30 10층 ,"서울특별시 종로구 새문안로 97, 지상10층 (당주동, 포시즌스호텔)",경양식,종로구,126.9754206,37.57076622,유 유안,서울특별시 종로구 새문안로 97,4.4,음식점,441,37.570896,126.9754786
마루(Maru),서울특별시 종로구 당주동 30 1층 ,"서울특별시 종로구 새문안로 97, 지상1층 (당주동, 포시즌스호텔)",경양식,종로구,126.9754206,37.57076622,마루,서울특별시 종로구 당주동 번지 지상 29 포시즌스호텔 1층,3.8,상점,4,37.5706635,126.9753645
찰스 에이치(Charles H),서울특별시 종로구 당주동 30 지하1층 ,"서울특별시 종로구 새문안로 97, 지하1층 (당주동, 포시즌스 호텔)",경양식,종로구,126.9754206,37.57076622,찰스 H.,서울특별시 종로구 새문안로 97,4.6,술집,537,37.5706413,126.975416
아이엠 아르띠스타,서울특별시 종로구 동숭동 1-133번지 1층 ,"서울특별시 종로구 대학로8가길 129, 1층 (동숭동)",경양식,종로구,127.0035148,37.58032174,아티스타,서울특별시 종로구 대학로8가길 129,4.4,카페,19,37.5802795,127.0035725
광화문등심,서울특별시 종로구 청진동 18번지 2층 ,"서울특별시 종로구 종로5길 34, 2층 (청진동)",한식,종로구,126.9806372,37.57182008,광화문등심,서울특별시 종로구 종로5길 34,4.1,한식 고기구이 레스토랑,156,37.571783,126.9806153
까델루뽀,서울특별시 종로구 효자동 39-1번지 지상1층 ,"서울특별시 종로구 자하문로16길 5-5 (효자동,지상1층)",경양식,종로구,126.9714222,37.58181014,까델루뽀,서울특별시 종로구 자하문로16길 5-5,4.2,이탈리아 음식점,204,37.5818097,126.9714224
올드 앤 와이즈,서울특별시 종로구 체부동 30 ,"서울특별시 종로구 자하문로 23, 지하1층 (체부동)",기타,종로구,126.9714804,37.57807718,올드앤와이즈,체부동 30번지 하동 1층 종로구 서울특별시 KR,4.6,술집,21,37.578037,126.971464
쌍쌍운종가,서울특별시 종로구 청진동 142-3 ,"서울특별시 종로구 종로5길 19-10, 1층 (청진동)",경양식,종로구,126.9803201,37.57135015,쌍쌍운종가,서울특별시 종로구 쌍쌍운종가 종로5길 19-10,3.9,호프/생맥주집,135,37.5713498,126.9803203
말뚜기 감자탕,서울특별시 종로구 창신동 581-30 1층 ,"서울특별시 종로구 종로51길 23-9, 1층 (창신동)",식육(숯불구이),종로구,127.0117092,37.57281766,말뚜기 감자탕,서울특별시 종로구 창신동 종로51길 23-9,3.8,한식당,5,37.5727913,127.0117164
자기만족,서울특별시 종로구 관철동 12-16 ,"서울특별시 종로구 삼일대로17길 23, 2층 (관철동)",경양식,종로구,126.9861877,37.56907062,자기만족,서울특별시 종로구 관철동 12-16,3.9,한식당,8,37.5690702,126.9861878
푸드떼,서울특별시 종로구 사간동 26 1층 ,"서울특별시 종로구 율곡로1길 40-37, 1층 (사간동)",기타,종로구,126.9813658,37.57797889,푸드떼 fou de thé,서울특별시 종로구 율곡로1길 40-37,3.8,차 전문점,19,37.5779586,126.9813521
청화원,서울특별시 종로구 명륜2가 183 ,"서울특별시 종로구 대명길 36, 1~2층 (명륜2가)",중국식,종로구,126.9995489,37.58312036,청화원 대학로점,서울특별시 종로구 대명길 36,4.8,대만 레스토랑,452,37.58312,126.999549
루트(LUT),서울특별시 종로구 내자동 97번지 ,"서울특별시 종로구 사직로12길 19-5, 1층 (내자동)","외국음식전문점(인도,태국등)",종로구,126.9711752,37.57554193,루트 서울,서울특별시 종로구 사직로12길 19-5,4.6,술집,12,37.5755168,126.9711409
핏어팻,서울특별시 종로구 명륜2가 237 명륜동주상복합아남아파트 ,"서울특별시 종로구 혜화로3길 5, 1층 108호 (명륜2가, 명륜동주상복합아남아파트)",기타,종로구,127.0002674,37.58561873,Pit A Pat,"237, 명륜2가 종로구 서울특별시",4.6,커피숍/커피 전문점,19,37.5854888,127.0003495
육즙마니,서울특별시 종로구 혜화동 126-5 1층 ,"서울특별시 종로구 창경궁로 267, 1층 (혜화동)",한식,종로구,127.0006876,37.58520792,육즙마니,서울특별시 종로구 혜화동 126-5,5.0,숯불구이/바베큐전문점,3,37.5851703,127.0006412
회포,서울특별시 종로구 당주동 38-2 ,"서울특별시 종로구 새문안로5길 10, 1층 (당주동)",한식,종로구,126.9750741,37.57106188,회포,서울특별시 종로구 새문안로5길 10,4.3,해산물 요리 전문식당,21,37.5710964,126.9750201
효제동 조림집,서울특별시 종로구 효제동 267번지 ,"서울특별시 종로구 종로35길 33, 1층 (효제동)",한식,종로구,127.0036795,37.57273102,효제동조림집,서울특별시 종로구 효제동 267번지 1층,4.6,한식당,8,37.5726945,127.0036865
퀸즈가드(the Queen.s Guard),서울특별시 종로구 권농동 172 ,"서울특별시 종로구 서순라길 115, 1층, 2층 (권농동)",기타,종로구,126.9914451,37.57540529,퀸즈가드,서울특별시 종로구 서순라길 115,4.7,술집,69,37.5754049,126.9914453
태성 골뱅이,서울특별시 종로구 필운동 197-1번지 필운프라자 ,"서울특별시 종로구 자하문로1길 43, 필운프라자 1층 (필운동)",기타,종로구,126.9698844,37.5765043,태성골뱅이신사 서촌점,서울특별시 종로구 자하문로1길 43,3.7,음식점,29,37.5765322,126.9699043
경희궁 참치집,서울특별시 종로구 당주동 128-27번지 동원빌딩 ,"서울특별시 종로구 새문안로3길 15, 동원빌딩 1층 (당주동)",일식,종로구,126.9723186,37.57174653,경희궁참치집,서울특별시 종로구 새문안로3길 15 1 층,4.1,음식점,149,37.5717815,126.972389
설레는 마중,서울특별시 종로구 관훈동 155-2 ,"서울특별시 종로구 인사동길 49, 1층 5,6호 (관훈동)",한식,종로구,126.9837954,37.57455177,설레는마중 안녕인사동점,서울특별시 종로구 인사동길 49,4.1,커피숍/커피 전문점,10,37.5745331,126.9838509
효자카페,서울특별시 종로구 옥인동 98-3번지 ,"서울특별시 종로구 필운대로 53, 1층 (옥인동)",기타,종로구,126.9684264,37.58084871,효자카페,서울특별시 종로구 필운대로 53,4.8,카페,20,37.5808213,126.9684339
교촌치킨 종로 1호점,서울특별시 종로구 관철동 13-13번지 코아빌딩 1층 ,"서울특별시 종로구 종로12길 15, 코아빌딩 1층 (관철동)",한식,종로구,126.9860467,37.56936628,교촌치킨 종로1호점,서울특별시 종로구 관철동 종로12길 15,4.1,치킨 전문점,574,37.5692375,126.985882
따띠삼겹 성균관대점,서울특별시 종로구 명륜2가 228번지 ,"서울특별시 종로구 성균관로 3, 1층 (명륜2가)",한식,종로구,126.9983277,37.58332294,따띠삼겹 성균관대점,서울특별시 종로구 명륜2가 성균관로3길,4.3,고기 요리 전문점,4,37.5832957,126.9983087
더트커피,서울특별시 종로구 체부동 122 ,"서울특별시 종로구 자하문로5길 20, 1층 (체부동)",한식,종로구,126.9707627,37.57777189,더트커피,서울특별시 종로구 자하문로5길 20,4.5,카페,12,37.5777263,126.9707551
러셔스 스쿱스(Luscious Scoops),서울특별시 종로구 동숭동 1-33번지 ,"서울특별시 종로구 대학로 128, 1층 (동숭동)",한식,종로구,127.0021525,37.58270652,LUSCIOUS SCOOPS,서울특별시 종로구 동숭동 1-33,4.2,아이스크림 가게,17,37.5826659,127.0021429
카페게더 광화문,서울특별시 종로구 신문로1가 58-15번지 내일신문 ,"서울특별시 종로구 새문안로3길 3, 내일신문 1층 (신문로1가)",기타,종로구,126.9724139,37.57074227,카페 게더 CAFFE GATHER(광화문),서울특별시 종로구 새문안로3길 3,4.4,카페,78,37.5706169,126.97238
식물A,서울특별시 종로구 익선동 142-4번지 ,"서울특별시 종로구 돈화문로11나길 31-17, 1층 (익선동)",기타,종로구,126.9896258,37.57382594,익선동 카페 식물 | Ikseondong Bar & Cafe SIKMUL Coffee | 益善洞バー & カフェ SIKMUL | 益善洞酒吧 & 咖啡廳,서울특별시 종로구 돈화문로11다길 46-1,4.5,술집,310,37.5737721,126.9896496
키즈나,서울특별시 종로구 소격동 159번지 ,서울특별시 종로구 율곡로1길 78 (소격동),일식,종로구,126.9816368,37.57880486,Kizuna (키즈나),서울특별시 종로구 삼청동 율곡로1길 78,4.5,스시/초밥집,108,37.5787585,126.9816196
신선식탁,서울특별시 종로구 연건동 128-4번지 ,"서울특별시 종로구 율곡로13가길 4, 1층 (연건동)",경양식,종로구,127.0007116,37.57635271,신선식탁 대학로 본점,서울특별시 종로구 율곡로13가길 4,4.5,샐러드샵,212,37.5763149,127.0006982
신선식탁,서울특별시 종로구 연건동 128-4번지 ,"서울특별시 종로구 율곡로13가길 4, 2층 (연건동)",경양식,종로구,127.0007116,37.57635271,신선식탁 대학로 본점,서울특별시 종로구 율곡로13가길 4,4.5,샐러드샵,212,37.5763149,127.0006982
등선재,서울특별시 종로구 돈의동 75-2번지 ,"서울특별시 종로구 수표로26길 16-3, 1층 (돈의동)",기타,종로구,126.9900788,37.57195057,등선재,서울특별시 종로구 돈화문로9길 26-1,4.6,카페,70,37.5719231,126.9902302
등선재,서울특별시 종로구 돈의동 77-1번지 ,"서울특별시 종로구 돈화문로9길 26-1, 1층 (돈의동)",기타,종로구,126.9902618,37.57193399,등선재,서울특별시 종로구 돈화문로9길 26-1,4.6,카페,70,37.5719231,126.9902302
더쌍화종로3가,서울특별시 종로구 종로3가 166 ,"서울특별시 종로구 종로 150-1, 2층 (종로3가)",기타,종로구,126.9943614,37.57026032,더쌍화,서울특별시 종로구 종로3가 166번지 2층 201호,4.5,전통 찻집,15,37.5702267,126.9943452
쿄식당,서울특별시 종로구 종로5가 280-6번지 ,"서울특별시 종로구 종로40가길 8, 2층 (종로5가)",한식,종로구,127.0062581,37.57038675,쿄식당 kyosikdang (ユッケ屋),서울특별시 종로구 종로40가길 8,4.6,음식점,12,37.5702902,127.0060978
스쿠퍼(Scooper),서울특별시 종로구 통인동 158번지 ,"서울특별시 종로구 자하문로7길 10, 1층 (통인동)",기타,종로구,126.9711869,37.57838254,스쿠퍼젤라또 경복궁점,서울특별시 종로구 자하문로7길 10,4.5,아이스크림 가게,153,37.5783821,126.971187
참괜찮소,서울특별시 종로구 통인동 46-25번지 문화빌라 ,"서울특별시 종로구 필운대로6길 8 (통인동, 문화빌라)",한식,종로구,126.9691421,37.58066461,참괜찮소,,5.0,,2,37.5806097,126.9691156
한남북엇국 안녕인사동점,서울특별시 종로구 관훈동 155-2번지 ,"서울특별시 종로구 인사동길 49, 2층 4호 (관훈동)",한식,종로구,126.9837954,37.57455177,한남북엇국 안녕인사동점,서울특별시 종로구 인사동길 49 2층,4.4,한식당,80,37.5745514,126.9837955
니지라멘,서울특별시 종로구 연지동 258-8번지 ,"서울특별시 종로구 대학로1길 34, 지하1층 (연지동)",일식,종로구,127.0004773,37.57200229,니지라멘,서울특별시 종로구 연지동 지하1층 258-8,4.5,일본라면 전문식당,153,37.5719728,127.0004196
고치비,서울특별시 종로구 누하동 195-2번지 ,"서울특별시 종로구 필운대로 38, 1층 (누하동)","외국음식전문점(인도,태국등)",종로구,126.9689388,37.57933143,고치비,서울특별시 종로구 누하동 필운대로 38,4.3,이탈리아 음식점,130,37.5792987,126.9689107
바다회수산,서울특별시 종로구 교남동 47-3번지 ,"서울특별시 종로구 통일로 158, 1층 (교남동)",한식,종로구,126.9645799,37.56838718,바다회수산,서울특별시 종로구 교남동 통일로 158,3.5,음식점,11,37.568341,126.964515
흥청이네 감자탕,서울특별시 종로구 교남동 26번지 ,"서울특별시 종로구 통일로 152, 1층 (교남동)",한식,종로구,126.9650293,37.56782583,흥청이네 감자탕,서울특별시 종로구 교남동 26,4.3,음식점,3,37.5677863,126.965009
NUIT (이층양옥),서울특별시 종로구 익선동 154-3 ,"서울특별시 종로구 돈화문로11나길 26-4, 1, 2층 (익선동)",기타,종로구,126.9905332,37.57388322,이층양옥,서울특별시 종로구 돈화문로11나길 28,4.2,이탈리아 음식점,238,37.5739525,126.990404
레종데트르,서울특별시 종로구 누하동 21-1번지 ,"서울특별시 종로구 자하문로7길 67-2, 1층 (누하동)","외국음식전문점(인도,태국등)",종로구,126.9688942,37.58018728,레종 데트르,서울특별시 종로구 자하문로7길 67-2,4.5,카페,92,37.5801869,126.9688943
낙산길 20,서울특별시 종로구 동숭동 129-144번지 ,"서울특별시 종로구 낙산길 20, 1층 (동숭동)",기타,종로구,127.0055788,37.58039845,낙산길20,서울특별시 종로구 낙산길 20,4.6,카페,23,37.5803546,127.0055498
덕이나루,서울특별시 종로구 누하동 27번지 ,"서울특별시 종로구 자하문로7길 65-6, 1층 (누하동)",한식,종로구,126.9688658,37.57999512,덕이나루,서울특별시 종로구 자하문로7길 65-6,4.5,일본 음식점,69,37.5799947,126.968866
만수네,서울특별시 종로구 종로3가 140-1 ,"서울특별시 종로구 돈화문로4길 5, 지상1층 104호 (종로3가)",한식,종로구,126.9926157,37.57009579,만수네,서울특별시 종로구 종로3가 번지 1층 140-1,3.0,음식점,1,37.570055,126.9925997
파티나 (PATINA),서울특별시 종로구 원서동 229 ,"서울특별시 종로구 율곡로 83, 아라리오 신관 지상4층 (원서동)",경양식,종로구,126.9885233,37.57773771,파티나,서울특별시 종로구 율곡로 83 4층,4.7,이탈리아 음식점,7,37.577738,126.9883615
울티모,서울특별시 종로구 관철동 266 ,"서울특별시 종로구 청계천로 53, 지상3층 (관철동)","외국음식전문점(인도,태국등)",종로구,126.9836285,37.56902823,Ultimo 울티모,서울특별시 종로구 청계천로 53 3층,4.7,와인 바,3,37.5690278,126.9836287
트리니티(THE TRINITY),서울특별시 종로구 낙원동 62-2 ,"서울특별시 종로구 삼일대로 434, 지상2층 203호 (낙원동)",기타,종로구,126.9881366,37.57334619,TRINITY,서울특별시 종로구 낙원동 62-2,5.0,술집,2,37.5733458,126.9881368
커리큘럼(Curriculum),서울특별시 종로구 삼청동 12 ,"서울특별시 종로구 삼청로 135, 1층 (삼청동)",기타,종로구,126.9815277,37.58750366,Curriculum,서울특별시 종로구 삼청동 12,5.0,서점,1,37.5875033,126.9815279
우솔,서울특별시 종로구 안국동 129 ,"서울특별시 종로구 율곡로5길 14, 지상1층 (안국동)",한식,종로구,126.9850355,37.57710218,우솔,서울특별시 종로구 율곡로5길 14,5.0,한식당,21,37.5770198,126.9849935
러프러프(RUFRUF) 안국,서울특별시 종로구 계동 101-12 신영빌딩 ,"서울특별시 종로구 북촌로4길 19, 신영빌딩 지상1층 101호 (계동)",기타,종로구,126.9862501,37.57944029,러프러프 안국 북촌점,서울특별시 종로구 북촌로4길 19 1층 101호,4.9,커피숍/커피 전문점,10,37.5794399,126.9862502
호앙비엣 종각역점,서울특별시 종로구 견지동 110-43,"서울특별시 종로구 우정국로 43, 지상1층 (견지동)","외국음식전문점(인도,태국등)",종로구,126.9827626,37.57284977,호앙비엣 종각역점,서울특별시 종로구 우정국로 43,4.3,아시아 레스토랑,9,37.5728795,126.982773
삼월황,서울특별시 종로구 삼청동 29 ,"서울특별시 종로구 삼청로 124-4, 지하1~지상2층 (삼청동)",기타,종로구,126.9820272,37.58644206,삼월황(samwolhwang),서울특별시 종로구 삼청동 29,5.0,차 전문점,4,37.5864146,126.9819895
육석관,서울특별시 종로구 관철동 12-5 Lee.s빌딩 ,"서울특별시 종로구 삼일대로15길 16, Lee.s빌딩 1층 (관철동)",한식,종로구,126.9866286,37.5689495,육석관,서울특별시 종로구 삼일대로15길 16,5.0,한식 고기구이 레스토랑,2,37.5689577,126.9865928
더 빅테일 (The Bigtail),서울특별시 종로구 창신동 330-57 ,"서울특별시 종로구 종로52길 43-17, 지상1층 (창신동)",기타,종로구,127.0144882,37.57168423,빅테일,서울특별시 종로구 창신동 330-57 빅테일,5.0,칵테일바,1,37.5716838,127.0144884
녹산,서울특별시 종로구 명륜2가 8-16 ,"서울특별시 종로구 성균관로4길 42, 1층 (명륜2가)",기타,종로구,126.9996871,37.58473448,녹산,서울특별시 종로구 성균관로4길 42 1층 녹산,5.0,중국 음식점,3,37.5847527,126.9996189
육석관,서울특별시 종로구 관철동 12-5 Lee.s빌딩 ,"서울특별시 종로구 삼일대로15길 16, Lee.s빌딩 2층 (관철동)",한식,종로구,126.9866286,37.5689495,육석관,서울특별시 종로구 삼일대로15길 16,5.0,한식 고기구이 레스토랑,2,37.5689577,126.9865928
원픽 익선점,서울특별시 종로구 낙원동 59-5 도로시빌딩 ,"서울특별시 종로구 삼일대로28길 8, 도로시빌딩 1층 (낙원동)",기타,종로구,126.9884763,37.57341521,원픽 익선점 (1PIG),서울특별시 종로구 낙원동 59-5,5.0,숯불구이/바베큐전문점,19,37.5734148,126.9884764
해탄 종각점,서울특별시 종로구 관철동 6-5 ,"서울특별시 종로구 종로14길 9, 지상2층 (관철동)",한식,종로구,126.9870748,37.56965758,해탄 종각역점,서울특별시 종로구 종로14길 9,5.0,한식당,1,37.5696572,126.987075
153 구포국수 종로점,서울특별시 종로구 종로2가 23 ,"서울특별시 종로구 종로 87-1, 지상1층 (종로2가)",한식,종로구,126.9872953,37.57044725,153구포국수 종로점,서울특별시 종로구 종로 87-1,3.2,국수 전문점,13,37.5704089,126.9873022
배오개,서울특별시 종로구 이화동 9-859 ,"서울특별시 종로구 낙산성곽서1길 18-26, 이화동 9-859 1-2층 (이화동)",기타,종로구,127.0081421,37.5779864,배오개 베이커리,서울특별시 종로구 낙산성곽서1길 18-26,5.0,카페,6,37.5779751,127.0080834
여의화로,서울특별시 영등포구 여의도동 45-5 메종리브르오피스텔,"서울특별시 영등포구 의사당대로1길 11, 메종리브르오피스텔 지하107호 (여의도동)",한식,영등포구,126.928583,37.51921042,여의화로 직영점,서울특별시 영등포구 의사당대로1길 11,4.6,숯불구이/바베큐전문점,32,37.51921,126.9285832
더 닭,서울특별시 종로구 명륜3가 2-24 ,"서울특별시 종로구 명륜길 17, 1층 (명륜3가)",기타,종로구,126.9957393,37.58811078,더닭,명륜3가 2-24번지 종로구 서울특별시 KR,4.6,음식점,5,37.5881115,126.995743
커피나인 종로,서울특별시 종로구 종로2가 71-5 ,"서울특별시 종로구 종로 86-1, 1-2층 (종로2가)",기타,종로구,126.9870977,37.56995186,COFFEE NINE Jongno 커피나인 종로,서울특별시 종로구 종로2가 71-5,4.0,커피숍/커피 전문점,8,37.569952,126.987098
반쿤콴,서울특별시 종로구 관철동 43-7,"서울특별시 종로구 종로10길 20, 지상3층 (관철동)","외국음식전문점(인도,태국등)",종로구,126.9843094,37.56914805,Baan Khun Kwan| 반쿤콴| บ้านคุณกวัน,서울특별시 종로구 종로10길 20 3층,4.2,태국 음식점,133,37.5691428,126.9842792
후라토식당 혜화점,서울특별시 종로구 동숭동 1-153 ,"서울특별시 종로구 동숭길 39, 2층 (동숭동)",일식,종로구,127.0042472,37.57999708,후라토식당 혜화점,서울특별시 종로구 동숭길 39 2층,4.4,음식점,5,37.5799626,127.0042548
그 남자의 파스타 대학로,서울특별시 종로구 혜화동 141 ,"서울특별시 종로구 대학로 151, 1층 (혜화동)",경양식,종로구,127.0011224,37.58466942,그 남자의 파스타 대학로점,서울특별시 종로구 혜화동 141,5.0,음식점,1,37.584669,127.0011225
서울집시 서촌점,서울특별시 종로구 효자동 25 ,"서울특별시 종로구 자하문로 62, 지상3층 (효자동)",경양식,종로구,126.971134,37.58163859,서울집시 퍼멘테리아 서촌,"3 층, 62 자하문로 종로구 서울특별시",4.9,맥주 전문점,42,37.5816382,126.9711341
파랑물고기 광화문,서울특별시 종로구 내수동 75 용비어천가 ,"서울특별시 종로구 새문안로3길 36, 지하1층 B112, 113호 (내수동, 용비어천가)",기타,종로구,126.9732548,37.57341961,파랑물고기 광화문,서울특별시 종로구 내수동 75,5.0,해산물 요리 전문식당,2,37.5734192,126.973255
양키스 버거,서울특별시 종로구 익선동 133-2 ,"서울특별시 종로구 삼일대로30길 30, 1층 (익선동)",기타,종로구,126.9892811,37.57414271,양키스버거,서울특별시 종로구 삼일대로30길 30,4.2,햄버거 전문점,329,37.5741053,126.9892474
오이초이,서울특별시 종로구 체부동 18-9 ,서울특별시 종로구 자하문로7길 19 (체부동),한식,종로구,126.9706544,37.57863687,오이초이,서울특별시 종로구 자하문로7길 19 1층,4.1,아시아 레스토랑,8,37.5786365,126.9706546
국찌 족발,서울특별시 종로구 관철동 19-23 1층 ,"서울특별시 종로구 우정국로2길 34, 1층 (관철동)",한식,종로구,126.9849441,37.56945478,국찌족발 종각점,서울특별시 종로구 우정국로2길 34,4.1,한식당,26,37.5695105,126.9849395
동북화과왕,서울특별시 종로구 창신동 463-1번지 2층 ,"서울특별시 종로구 종로46길 11 (창신동,2층)",한식,종로구,127.0108664,37.57102619,동북화과왕,서울특별시 종로구 창신동 463-1,4.2,음식점,412,37.5709932,127.0108431
다락방 구구,서울특별시 종로구 가회동 206번지 ,"서울특별시 종로구 북촌로 40-2, 2층 (가회동)",기타,종로구,126.9852134,37.58037763,다락방구구,서울특별시 종로구 가회동 북촌로 40-2,4.5,문화센터,19,37.5803478,126.9851943
대학로 아리랑,서울특별시 종로구 연건동 178-1번지 지하1층 ,"서울특별시 종로구 대학로 60, 지하1층 (연건동)",한식,종로구,127.0025857,37.57652244,아리랑식당,서울특별시 종로구 대학로 60,4.1,한식당,494,37.576522,127.0025859
